CropType,CropDays,SoilMoisture,temperature,Humidity,Irrigation
Pulse,16,150,17,11,0
Paddy,82,751,28,43,1
Sugarcane,174,458,32,21,0
Paddy,37,710,31,38,1
Wheat,67,195,29,47,0
Groundnuts,53,694,24,19,1
Maize,72,311,37,45,0
Coffee,32,663,24,16,1
Potato,48,444,20,32,1
Wheat,96,526,20,48,1
Sugarcane,80,330,16,71,0
Paddy,24,250,26,25,0
Garden Flowers,118,571,20,63,1
Paddy,31,351,22,36,0
Paddy,93,400,25,25,1
Wheat,39,739,27,43,1
Paddy,48,618,26,35,1
Sugarcane,182,450,31,17,0
Wheat,40,363,14,47,0
Paddy,50,660,35,14,1
Paddy,31,464,21,27,1
Sugarcane,121,520,25,71,1
Paddy,105,504,34,45,1
Paddy,52,459,26,41,1
Garden Flowers,27,514,16,65,1
Garden Flowers,139,402,19,80,1
Maize,66,379,28,36,0
Sugarcane,208,359,21,28,0
Sugarcane,130,823,34,32,1
Wheat,72,173,28,47,0
Groundnuts,74,650,32,21,1
Garden Flowers,29,453,28,82,1
Paddy,7,246,27,38,0
Potato,93,564,28,49,1
Garden Flowers,131,245,30,73,0
Sugarcane,102,399,21,32,0
Groundnuts,9,198,21,52,0
Groundnuts,26,621,29,36,1
Sugarcane,83,474,34,29,1
Potato,26,371,18,34,1
Potato,38,184,19,34,0
Paddy,112,291,28,18,0
Coffee,51,340,20,19,0
Wheat,45,184,20,19,0
Sugarcane,112,670,24,55,1
Sugarcane,72,330,19,70,0
Groundnuts,4,375,26,17,1
Paddy,139,444,21,20,1
Potato,51,231,29,32,0
Maize,81,443,19,18,1
Wheat,5,250,23,43,0
Sugarcane,83,312,24,37,0
Wheat,110,990,32,34,1
Wheat,47,705,24,29,1
Maize,34,136,29,36,0
Garden Flowers,91,355,14,63,0
Sugarcane,28,187,26,19,0
Paddy,6,425,28,14,1
Paddy,123,518,30,39,1
Sugarcane,51,550,19,65,1
Potato,18,725,22,38,1
Garden Flowers,47,174,19,80,0
Maize,111,879,27,19,1
Garden Flowers,39,610,34,65,1
Maize,38,315,28,32,0
Wheat,12,543,25,53,0
Coffee,86,594,18,18,1
Paddy,75,389,22,29,0
Potato,78,464,28,42,1
Wheat,49,267,21,17,0
Paddy,64,669,30,24,1
Potato,64,270,26,24,0
Sugarcane,82,469,21,65,1
Potato,55,322,16,36,0
Wheat,98,441,17,52,1
Coffee,14,644,22,25,1
Paddy,97,362,36,27,0
Groundnuts,54,408,29,49,1
Sugarcane,38,358,28,15,0
Groundnuts,83,303,34,23,0
Paddy,20,177,35,35,0
Wheat,69,611,14,55,1
Wheat,65,660,23,15,0
Wheat,65,604,24,29,1
Wheat,17,374,19,34,0
Groundnuts,85,649,21,40,1
Garden Flowers,26,263,17,71,0
Groundnuts,87,732,21,43,1
Sugarcane,166,732,21,55,1
Sugarcane,74,129,23,18,0
Sugarcane,11,387,29,18,0
Sugarcane,49,349,18,65,0
Wheat,94,181,15,25,0
Sugarcane,19,350,15,80,0
Sugarcane,8,257,25,42,0
Sugarcane,174,691,37,72,1
Sugarcane,109,378,37,48,0
Coffee,41,267,26,16,0
Garden Flowers,56,702,28,72,1
Sugarcane,171,816,34,33,1
Garden Flowers,44,446,17,78,1
Sugarcane,22,552,21,68,1
Sugarcane,22,273,30,49,0
Paddy,126,515,29,48,1
Sugarcane,76,890,20,67,1
Garden Flowers,72,736,33,81,1
Sugarcane,84,365,26,25,0
Potato,97,264,21,12,0
Sugarcane,136,244,29,27,0
Maize,116,148,27,24,0
Groundnuts,3,189,24,50,0
Sugarcane,156,391,34,27,0
Wheat,64,727,16,39,1
Potato,4,451,24,54,1
Paddy,84,395,33,35,1
Groundnuts,68,525,27,36,1
Garden Flowers,1,687,29,74,1
Paddy,104,502,31,53,1
Garden Flowers,13,350,20,64,1
Sugarcane,145,281,29,26,0
Wheat,35,365,15,54,1
Wheat,35,705,24,34,1
Wheat,33,501,21,51,1
Sugarcane,61,673,31,50,1
Sugarcane,147,228,26,17,0
Wheat,2,311,14,22,0
Pulse,42,333,31,33,1
Coffee,61,283,31,21,1
Paddy,57,410,31,15,0
Coffee,30,397,26,25,1
Paddy,42,323,36,14,0
Sugarcane,191,771,22,52,1
Wheat,56,540,23,61,1
Wheat,49,659,24,22,1
Pulse,95,128,21,14,0
Coffee,89,394,31,23,1
Potato,97,142,23,23,0
Garden Flowers,72,382,27,67,1
Garden Flowers,61,233,24,69,0
Maize,78,175,33,29,0
Wheat,56,333,27,36,0
Garden Flowers,114,220,18,65,0
Wheat,62,250,21,15,0
Maize,34,582,20,18,1
Wheat,103,250,23,20,0
Groundnuts,25,753,26,24,1
Pulse,61,339,18,30,0
Sugarcane,182,309,21,11,0
Garden Flowers,126,128,18,60,0
Garden Flowers,81,670,33,78,1
Potato,15,711,21,54,1
Sugarcane,145,305,20,37,0
Sugarcane,76,794,32,35,1
Maize,94,432,33,19,1
Wheat,60,383,28,45,0
Potato,19,121,23,27,0
Coffee,99,678,24,18,1
Pulse,49,620,21,33,1
Potato,99,665,22,21,1
Sugarcane,93,740,24,49,1
Sugarcane,157,675,27,53,1
Coffee,89,459,20,20,1
Maize,71,167,22,30,0
Paddy,46,129,28,27,0
Sugarcane,166,669,29,31,1
Sugarcane,46,390,22,47,0
Groundnuts,78,291,18,47,0
Sugarcane,5,498,35,73,1
Paddy,125,747,39,34,1
Maize,97,184,22,20,0
Potato,91,135,25,36,0
Sugarcane,4,227,21,27,0
Sugarcane,50,843,31,58,1
Groundnuts,6,299,32,38,0
Wheat,36,764,16,30,1
Groundnuts,72,259,32,15,0
Wheat,12,442,22,64,1
Groundnuts,8,439,26,52,1
Paddy,22,350,40,11,1
Wheat,76,206,23,32,0
Pulse,13,430,19,18,1
Sugarcane,183,294,30,23,0
Garden Flowers,108,660,16,73,1
Coffee,7,570,22,17,1
Sugarcane,91,201,23,11,0
Sugarcane,127,374,35,39,0
Paddy,26,715,25,20,1
Sugarcane,9,351,33,21,0
Groundnuts,34,195,18,38,0
Sugarcane,13,182,29,20,0
Sugarcane,12,544,29,51,1
Garden Flowers,106,252,31,80,0
Wheat,37,762,25,55,1
Garden Flowers,43,478,21,60,1
Pulse,36,225,32,13,0
Wheat,89,327,15,54,1
Groundnuts,65,372,26,40,1
Wheat,97,156,28,18,0
Maize,105,591,34,25,1
Coffee,15,341,31,26,1
Paddy,86,655,28,21,1
Wheat,165,775,32,21,0
Coffee,12,562,31,15,1
Sugarcane,94,179,21,65,0
Garden Flowers,54,278,33,83,0
Paddy,46,443,25,63,1
Maize,28,362,25,18,1
Sugarcane,96,230,19,67,0
Sugarcane,71,778,21,44,1
Pulse,94,723,29,38,1
Potato,37,641,20,42,1
Wheat,13,398,16,51,0
Paddy,45,487,36,55,1
Sugarcane,28,455,33,63,1
Potato,36,723,26,23,1
Wheat,69,660,15,25,1
Pulse,61,411,35,52,1
Coffee,88,314,27,16,0
Sugarcane,174,388,28,28,1
Wheat,56,800,23,16,1
Groundnuts,38,726,34,37,1
Garden Flowers,142,329,21,69,0
Paddy,102,632,25,54,1
Garden Flowers,151,330,26,77,0
Sugarcane,18,268,32,31,0
Sugarcane,10,840,35,70,1
Sugarcane,115,266,35,42,0
Groundnuts,62,735,33,17,1
Coffee,75,259,26,18,0
Coffee,70,373,30,18,1
Potato,5,517,26,40,1
Wheat,62,355,31,24,0
Groundnuts,105,318,21,31,1
Wheat,40,356,20,19,0
Sugarcane,128,458,28,40,0
Sugarcane,87,558,30,53,1
Potato,8,328,18,24,0
Wheat,30,716,26,45,1
Wheat,1,173,16,26,0
Groundnuts,72,679,26,18,1
Sugarcane,138,221,29,45,0
Potato,7,149,16,35,0
Groundnuts,42,249,27,36,0
Pulse,45,198,31,12,0
Groundnuts,23,450,24,35,0
Garden Flowers,149,154,30,66,0
Garden Flowers,108,615,33,80,1
Paddy,58,376,26,31,1
Wheat,7,436,29,27,1
Groundnuts,63,193,24,26,0
Potato,55,293,21,21,0
Wheat,14,555,32,55,0
Coffee,18,837,27,18,1
Potato,26,538,18,68,1
Sugarcane,176,277,31,45,0
Sugarcane,141,342,22,40,0
Sugarcane,17,491,33,38,1
Maize,75,726,27,19,1
Maize,62,373,21,31,1
Groundnuts,87,367,37,33,1
Maize,59,286,27,18,0
Sugarcane,136,365,32,27,1
Coffee,45,440,24,16,1
Groundnuts,110,782,27,33,1
Garden Flowers,152,503,15,72,1
Potato,80,273,16,25,0
Wheat,65,723,25,55,1
Paddy,31,483,29,37,1
Wheat,84,751,20,20,1
Coffee,93,675,25,19,1
Coffee,6,208,15,22,0
Potato,98,533,14,58,1
Pulse,13,329,28,29,0
Garden Flowers,91,353,30,69,0
Wheat,62,415,29,28,0
Sugarcane,14,637,30,42,1
Sugarcane,203,267,34,17,0
Groundnuts,107,367,22,52,1
Maize,34,395,28,20,1
Maize,57,639,30,25,1
Groundnuts,101,539,33,24,1
Garden Flowers,26,559,32,70,1
Potato,28,469,29,31,1
Groundnuts,53,276,23,39,0
Potato,23,449,17,68,1
Paddy,49,157,27,32,0
Sugarcane,17,230,19,70,0
Maize,104,816,28,19,1
Sugarcane,6,534,27,60,1
Potato,56,315,16,13,0
Wheat,93,313,16,26,0
Coffee,64,646,27,22,1
Coffee,35,360,22,27,1
Coffee,51,479,17,24,1
Coffee,57,228,23,28,0
Garden Flowers,122,304,19,62,0
Sugarcane,22,468,27,26,0
Maize,59,297,21,34,0
Wheat,113,404,30,28,1
Potato,53,332,20,60,1
Paddy,43,273,32,56,1
Sugarcane,129,422,23,16,0
Sugarcane,142,329,28,49,0
Garden Flowers,175,641,32,78,1
Groundnuts,48,471,26,17,1
Sugarcane,159,265,36,29,0
Potato,68,325,27,26,0
Garden Flowers,67,146,16,78,0
Maize,2,312,32,44,0
Garden Flowers,135,235,33,83,0
Garden Flowers,101,206,20,84,0
Wheat,85,158,17,43,0
Sugarcane,111,361,32,67,1
Wheat,25,209,24,48,0
Sugarcane,98,356,28,39,0
Wheat,45,661,28,32,1
Coffee,75,648,23,16,1
Wheat,37,399,30,41,0
Sugarcane,66,132,34,41,0
Sugarcane,147,183,21,21,0
Garden Flowers,84,132,28,71,0
Wheat,6,173,23,14,0
Wheat,39,273,15,13,0
Pulse,81,508,35,18,1
Potato,7,189,19,11,0
Sugarcane,106,413,32,16,0
Paddy,146,141,21,31,0
Sugarcane,49,143,36,39,0
Garden Flowers,113,123,29,78,0
Maize,111,543,36,22,1
Groundnuts,78,457,23,18,0
Wheat,83,526,24,36,1
Maize,30,201,29,24,0
Paddy,104,208,32,31,0
Sugarcane,49,160,36,34,0
Potato,28,304,21,40,1
Wheat,41,669,25,27,1
Groundnuts,84,487,25,16,0
Wheat,64,360,18,38,0
Maize,81,312,22,17,0
Maize,110,206,24,23,0
Pulse,42,348,18,32,0
Wheat,57,231,28,33,0
Sugarcane,43,560,20,80,1
Paddy,95,230,27,29,0
Groundnuts,21,610,29,16,1
Garden Flowers,96,375,31,64,1
Garden Flowers,119,403,25,77,0
Garden Flowers,5,229,18,83,0
Wheat,82,200,21,17,0
Maize,9,368,26,18,0
Sugarcane,132,139,29,34,0
Wheat,98,381,26,60,1
Wheat,41,540,16,25,1
Sugarcane,24,143,29,14,0
Sugarcane,179,294,34,14,0
Wheat,2,700,23,34,0
Potato,57,140,23,23,0
Coffee,24,181,30,27,0
Maize,26,475,35,33,1
Coffee,3,381,29,20,1
Sugarcane,109,360,22,24,0
Wheat,22,428,22,22,1
Wheat,32,298,19,43,0
Potato,90,379,14,36,0
Coffee,3,306,16,14,0
Groundnuts,102,207,28,54,0
Coffee,87,201,24,25,0
Paddy,70,856,30,35,1
Sugarcane,4,324,27,28,0
Wheat,58,241,14,44,0
Wheat,87,300,21,14,0
Wheat,80,757,23,31,1
Paddy,143,161,28,21,0
Groundnuts,42,535,19,34,1
Potato,73,495,16,43,1
Wheat,3,426,22,61,1
Sugarcane,129,211,22,23,0
Sugarcane,54,184,23,31,0
Coffee,5,677,20,29,1
Potato,91,515,26,45,1
Sugarcane,140,377,32,42,0
Groundnuts,95,355,29,53,1
Sugarcane,102,130,20,64,0
Groundnuts,67,241,20,39,0
Coffee,20,340,20,14,0
Wheat,24,600,40,30,1
Wheat,51,317,19,13,0
Wheat,55,700,19,12,0
Garden Flowers,37,127,20,72,0
Maize,77,600,18,23,1
Garden Flowers,8,278,25,80,0
Wheat,5,393,27,49,0
Coffee,35,671,27,20,1
Wheat,84,302,29,49,1
Potato,50,597,19,31,1
Potato,10,413,25,55,1
Wheat,19,245,15,54,0
Groundnuts,69,619,31,40,1
Potato,20,166,24,19,0
Pulse,30,268,18,16,0
Paddy,40,660,32,14,1
Wheat,77,380,31,59,1
Sugarcane,188,976,22,70,1
Groundnuts,12,120,39,48,0
Garden Flowers,70,543,20,68,1
Garden Flowers,49,676,31,79,1
Potato,55,216,29,33,0
Garden Flowers,91,212,32,78,0
Wheat,118,184,31,42,0
Groundnuts,17,795,34,34,1
Maize,83,397,38,18,1
Sugarcane,139,889,24,29,1
Wheat,54,220,14,18,0
Pulse,64,237,33,42,0
Potato,2,426,18,26,1
Potato,77,386,22,36,1
Paddy,1,354,39,11,0
Groundnuts,100,135,21,15,0
Pulse,90,444,22,36,1
Paddy,21,398,30,27,0
Garden Flowers,130,354,20,68,1
Sugarcane,29,388,37,12,0
Pulse,23,530,29,22,1
Maize,39,440,34,19,1
Sugarcane,83,242,25,26,0
Sugarcane,154,236,27,49,0
Wheat,86,386,14,47,0
Wheat,38,255,29,11,0
Maize,16,550,32,25,1
Potato,60,289,16,68,0
Groundnuts,26,392,25,21,0
Maize,111,284,36,17,0
Sugarcane,173,325,28,29,0
Maize,51,451,32,33,1
Maize,66,742,38,29,1
Groundnuts,107,292,33,40,0
Sugarcane,65,127,32,33,0
Coffee,54,482,17,27,1
Paddy,75,632,28,22,1
Sugarcane,196,270,21,32,0
Wheat,21,432,22,34,1
Pulse,46,240,28,39,1
Wheat,12,156,22,51,0
Wheat,84,144,17,20,0
Maize,80,331,32,18,0
Garden Flowers,48,388,34,83,1
Maize,119,568,23,20,1
Sugarcane,36,769,33,40,1
Wheat,114,613,21,40,1
Garden Flowers,99,191,31,76,0
Coffee,6,170,31,22,0
Wheat,98,618,28,49,1
Paddy,9,350,25,14,1
Paddy,85,316,29,16,0
Potato,55,565,29,61,1
Coffee,35,535,22,16,1
Pulse,4,544,16,47,1
Coffee,67,230,16,22,0
Paddy,145,509,32,50,1
Potato,63,289,16,22,0
Groundnuts,6,575,28,46,1
Sugarcane,30,396,20,31,0
Coffee,39,598,27,17,1
Wheat,52,555,17,53,1
Pulse,87,482,36,27,1
Groundnuts,17,356,36,47,1
Maize,10,827,21,23,1
Wheat,30,366,23,27,0
Maize,3,265,28,31,0
Sugarcane,111,399,27,46,0
Sugarcane,94,270,31,47,0
Sugarcane,192,709,29,43,1
Maize,21,197,25,22,1
Sugarcane,207,788,33,35,1
Pulse,46,120,22,27,0
Sugarcane,193,703,32,25,1
Maize,51,468,20,29,1
Garden Flowers,162,310,27,75,0
Potato,16,301,16,19,0
Garden Flowers,85,349,16,85,0
Potato,14,276,28,14,0
Wheat,29,721,23,40,1
Garden Flowers,48,186,32,63,0
Pulse,12,248,35,35,0
Wheat,109,630,14,43,1
Potato,16,358,14,34,1
Garden Flowers,158,368,15,73,0
Potato,27,320,20,50,1
Paddy,47,523,28,47,1
Groundnuts,41,430,25,19,0
Maize,92,537,32,21,1
Groundnuts,22,362,36,30,0
Paddy,59,730,42,14,1
Groundnuts,51,234,29,17,0
Sugarcane,164,490,25,38,1
Sugarcane,176,393,27,48,1
Potato,31,311,26,35,0
Wheat,33,298,24,47,0
Wheat,99,430,19,38,0
Potato,71,132,28,35,0
Paddy,126,465,30,29,1
Paddy,89,538,29,60,1
Sugarcane,110,370,22,58,0
Sugarcane,83,296,25,22,0
Coffee,63,348,29,19,0
Garden Flowers,31,348,26,75,0
Potato,58,317,16,28,0
Maize,65,225,37,21,0
Paddy,108,400,38,17,0
Garden Flowers,99,586,17,76,1
Maize,79,375,29,28,1
Garden Flowers,165,498,18,68,1
Coffee,5,341,23,28,0
Coffee,30,268,27,14,0
Sugarcane,2,527,31,50,1
Garden Flowers,174,225,34,71,0
Paddy,103,172,37,16,0
Wheat,44,401,24,54,1
Pulse,9,134,20,30,0
Wheat,69,422,15,20,0
Coffee,14,525,21,28,1
Maize,119,141,28,30,0
Potato,95,538,28,66,1
Paddy,81,400,33,20,1
Potato,9,228,14,39,0
Sugarcane,58,756,21,50,1
Paddy,104,454,26,45,1
Paddy,117,405,35,23,0
Coffee,50,431,22,25,1
Potato,78,378,27,40,1
Wheat,4,257,30,20,0
Pulse,20,443,18,51,1
Coffee,38,434,28,25,1
Groundnuts,47,355,23,47,0
Maize,69,370,23,28,1
Paddy,103,158,23,18,0
Garden Flowers,148,693,16,61,1
Coffee,77,230,22,18,0
Potato,17,495,20,60,1
Potato,19,249,25,27,0
Garden Flowers,145,349,21,72,0
Garden Flowers,50,320,18,80,0
Sugarcane,7,715,30,52,1
Paddy,123,183,31,14,0
Sugarcane,60,388,36,60,1
Coffee,40,302,31,16,1
Pulse,80,337,21,11,0
Garden Flowers,173,504,19,73,1
Groundnuts,13,473,35,47,1
Wheat,109,265,28,46,0
Potato,84,506,20,47,1
Coffee,81,409,18,17,1
Maize,31,150,26,17,0
Sugarcane,110,172,34,32,0
Wheat,31,394,25,49,0
Paddy,1,811,37,32,1
Groundnuts,47,513,38,32,1
Paddy,100,283,23,14,0
Garden Flowers,94,546,32,80,1
Maize,52,350,34,19,1
Garden Flowers,84,151,26,68,0
Coffee,83,173,22,19,0
Potato,44,449,18,64,0
Wheat,3,728,27,49,1
Sugarcane,104,330,22,60,0
Groundnuts,90,489,29,17,0
Maize,63,450,29,34,1
Wheat,115,421,27,55,1
Coffee,65,239,18,26,0
Sugarcane,20,739,25,74,1
Potato,85,333,22,14,0
Potato,64,306,15,12,0
Pulse,30,262,21,26,0
Potato,89,273,23,38,0
Pulse,51,123,27,49,0
Sugarcane,162,219,37,25,0
Potato,77,232,18,27,0
Coffee,87,553,15,29,1
Potato,88,503,29,42,1
Wheat,1,432,21,62,1
Potato,86,204,23,31,0
Coffee,64,214,16,22,0
Wheat,84,188,15,16,0
Wheat,7,200,30,32,0
Paddy,26,750,20,61,1
Wheat,106,357,22,39,0
Pulse,92,164,32,11,0
Garden Flowers,146,591,34,77,1
Potato,7,120,24,26,0
Maize,74,276,26,16,0
Sugarcane,127,806,34,61,1
Maize,89,829,34,25,1
Coffee,72,370,20,25,1
Sugarcane,161,480,22,29,1
Potato,40,475,19,54,1
Sugarcane,194,310,27,33,0
Maize,102,352,34,32,1
Potato,98,194,19,24,0
Paddy,53,188,27,32,0
Wheat,33,269,19,16,0
Wheat,66,428,21,50,0
Sugarcane,20,160,31,29,0
Potato,90,168,17,64,0
Wheat,12,165,15,24,0
Sugarcane,8,878,32,41,1
Sugarcane,118,570,23,46,1
Wheat,13,334,30,39,0
Sugarcane,157,370,37,31,1
Potato,31,547,23,44,1
Sugarcane,32,345,30,20,0
Groundnuts,96,375,37,34,0
Groundnuts,80,318,33,21,0
Sugarcane,131,556,30,56,1
Sugarcane,155,539,31,25,1
Sugarcane,43,407,32,56,1
Coffee,79,290,26,27,0
Sugarcane,22,545,37,67,1
Paddy,12,356,21,12,0
Sugarcane,192,718,29,52,1
Potato,58,315,16,17,0
Sugarcane,43,556,31,64,1
Pulse,90,254,22,41,0
Pulse,59,200,18,44,0
Potato,79,189,24,25,0
Sugarcane,124,120,27,33,0
Wheat,95,653,26,54,1
Groundnuts,26,531,31,25,1
Garden Flowers,23,566,27,81,1
Potato,41,144,23,16,0
Groundnuts,93,274,18,48,0
Groundnuts,29,478,21,37,1
Groundnuts,70,364,35,19,0
Potato,27,730,15,55,1
Maize,27,190,33,21,0
Potato,78,281,25,16,0
Sugarcane,199,145,29,29,0
Groundnuts,71,333,36,15,0
Sugarcane,83,229,22,29,0
Wheat,98,317,24,26,0
Maize,44,131,39,24,0
Potato,23,300,20,25,0
Groundnuts,48,494,27,38,1
Maize,115,728,19,24,1
Coffee,80,566,20,25,1
Potato,28,381,26,56,1
Potato,3,503,20,68,1
Groundnuts,35,350,23,27,0
Sugarcane,61,147,30,49,0
Wheat,90,392,21,43,0
Maize,110,453,36,31,1
Groundnuts,33,696,20,46,1
Wheat,29,484,20,50,1
Sugarcane,159,733,22,45,1
Garden Flowers,16,276,33,78,0
Potato,48,650,16,28,1
Sugarcane,19,151,28,22,0
Maize,72,450,30,22,1
Sugarcane,88,139,21,68,0
Garden Flowers,13,122,15,75,0
Wheat,91,627,27,23,1
Sugarcane,98,330,21,65,0
Groundnuts,31,448,25,51,1
Maize,41,537,21,32,1
Maize,5,517,32,19,1
Sugarcane,168,280,36,12,0
Groundnuts,49,641,30,31,1
Sugarcane,83,530,21,34,1
Groundnuts,49,363,28,27,0
Wheat,119,589,21,41,1
Sugarcane,169,757,36,61,1
Groundnuts,105,528,19,16,1
Potato,95,312,21,35,1
Groundnuts,40,696,37,46,1
Paddy,33,520,37,60,1
Wheat,46,413,17,36,1
Potato,47,132,21,35,0
Coffee,62,667,31,23,1
Wheat,103,241,24,21,0
Maize,85,482,31,27,0
Garden Flowers,136,689,20,84,1
Garden Flowers,31,722,32,63,1
Wheat,67,422,22,22,1
Potato,71,416,21,29,1
Maize,58,220,25,45,0
Paddy,33,733,26,29,1
Garden Flowers,43,698,31,63,1
Paddy,112,649,32,40,1
Garden Flowers,41,539,32,71,1
Coffee,70,140,22,16,0
Potato,30,344,15,33,1
Sugarcane,60,134,19,60,0
Coffee,44,279,24,21,0
Sugarcane,140,439,31,40,0
Potato,43,236,19,34,0
Sugarcane,86,440,21,70,1
Groundnuts,15,230,30,46,0
Sugarcane,4,592,25,51,1
Sugarcane,31,135,28,19,0
Maize,77,151,19,37,0
Sugarcane,105,780,29,71,1
Groundnuts,87,701,20,27,1
Paddy,108,249,39,25,0
Sugarcane,156,258,20,29,0
Sugarcane,40,645,31,47,1
Groundnuts,81,387,23,33,0
Wheat,115,750,29,38,1
Paddy,93,344,29,12,0
Sugarcane,4,209,27,19,0
Garden Flowers,90,420,32,75,1
Coffee,85,398,22,17,0
Sugarcane,62,230,17,68,0
Coffee,81,157,18,14,0
Wheat,93,617,25,35,1
Coffee,70,149,21,20,0
Wheat,58,548,23,29,1
Sugarcane,27,255,29,11,0
Wheat,71,388,28,20,1
Pulse,18,350,26,19,0
Groundnuts,77,566,27,40,1
Coffee,43,342,23,23,0
Sugarcane,154,261,24,31,0
Sugarcane,134,644,36,52,1
Coffee,11,456,27,16,1
Maize,66,597,34,27,1
Wheat,25,521,27,26,1
Coffee,54,238,31,26,0
Sugarcane,55,373,21,40,0
Paddy,100,258,33,39,0
Maize,60,220,24,46,0
Garden Flowers,87,649,21,70,1
Potato,94,316,22,30,0
Groundnuts,19,505,25,31,1
Coffee,73,434,22,25,1
Wheat,117,273,22,45,0
Sugarcane,164,757,21,55,1
Sugarcane,67,132,34,41,0
Groundnuts,4,140,38,54,0
Sugarcane,17,217,25,16,0
Garden Flowers,83,450,25,74,1
Potato,52,372,27,36,0
Paddy,127,281,24,17,0
Maize,22,160,29,30,0
Coffee,86,134,24,22,0
Wheat,50,400,19,12,0
Wheat,113,360,23,54,1
Groundnuts,62,396,39,19,0
Sugarcane,19,820,21,37,1
Garden Flowers,162,622,20,62,1
Sugarcane,170,625,32,41,1
Paddy,40,556,39,30,1
Sugarcane,110,625,26,36,1
Garden Flowers,117,200,22,82,0
Groundnuts,71,145,27,22,0
Pulse,50,148,32,20,0
Groundnuts,117,369,19,20,1
Paddy,24,472,27,25,0
Paddy,33,554,34,12,1
Paddy,123,341,21,19,0
Coffee,88,197,17,15,0
Wheat,99,144,17,33,0
Coffee,60,524,19,25,1
Sugarcane,127,496,34,52,1
Paddy,77,913,25,61,1
Garden Flowers,162,181,19,84,0
Paddy,54,203,37,35,0
Wheat,50,180,18,28,0
Maize,74,329,36,29,0
Sugarcane,155,872,25,58,1
Garden Flowers,146,328,23,62,0
Sugarcane,155,367,36,30,0
Potato,21,499,16,40,1
Wheat,32,270,15,37,0
Pulse,80,710,32,32,1
Groundnuts,69,514,18,52,1
Garden Flowers,24,610,27,81,1
Maize,37,220,24,34,0
Potato,43,732,17,63,1
Sugarcane,172,293,36,31,0
Groundnuts,15,380,38,32,1
Paddy,30,222,34,36,0
Groundnuts,67,284,35,40,0
Sugarcane,59,302,28,49,0
Coffee,49,216,22,18,0
Garden Flowers,141,120,27,79,0
Wheat,113,602,25,35,1
Coffee,64,318,24,23,0
Wheat,26,200,22,34,0
Pulse,62,290,30,27,0
Coffee,19,456,23,15,1
Sugarcane,181,187,34,41,0
Coffee,16,242,16,23,0
Wheat,82,531,16,60,1
Sugarcane,133,251,29,30,0
Coffee,41,541,27,29,1
Garden Flowers,149,155,14,63,0
Sugarcane,194,857,27,25,1
Coffee,50,328,21,25,1
Wheat,59,592,18,62,1
Maize,33,589,26,28,1
Potato,55,311,24,15,0
Garden Flowers,5,448,19,65,1
Garden Flowers,80,310,23,81,0
Maize,88,159,18,44,0
Pulse,65,635,33,20,1
Paddy,46,492,32,52,1
Sugarcane,148,627,23,53,1
Pulse,1,450,30,29,1
Sugarcane,116,197,20,24,0
Coffee,33,289,27,15,0
Paddy,132,416,23,32,1
Potato,33,297,28,27,0
Garden Flowers,24,491,14,65,1
Sugarcane,65,332,36,41,0
Sugarcane,114,141,30,13,0
Sugarcane,94,638,36,67,1
Wheat,117,358,18,52,1
Maize,62,358,25,30,0
